"page_number","title","url","metascore","userscore","publish_date"
"34","Bravely Second: End Layer (3DS)","/game/3ds/bravely-second-end-layer","81","8.2","2016-04-15"
"34","Terraria (X360)","/game/xbox-360/terraria","81","7.2","2013-03-27"
"34","Sid Meier's Civilization: Beyond Earth (PC)","/game/pc/sid-meiers-civilization-beyond-earth","81","5.5","2014-10-23"
"34","Pro Evolution Soccer 2018 (PC)","/game/pc/pro-evolution-soccer-2018","81","7.0","2017-09-12"
"34","EA Sports Active (WII)","/game/wii/ea-sports-active","81","8.2","2009-05-19"
"34","Awesomenauts Assemble! (XONE)","/game/xbox-one/awesomenauts-assemble!","81","7.2","2016-09-07"
"34","Plants vs. Zombies (DS)","/game/ds/plants-vs-zombies","81","7.9","2011-01-18"
"34","Assassin's Creed Origins (PS4)","/game/playstation-4/assassins-creed-origins","81","7.2","2017-10-27"
"34","Captain Toad: Treasure Tracker - Special Episode (Switch)","/game/switch/captain-toad-treasure-tracker---special-episode","81","8.0","2019-03-14"
"34","Hatsune Miku: Project Diva f (VITA)","/game/playstation-vita/hatsune-miku-project-diva-f","81","8.1","2014-03-04"
"34","Madden NFL 07 (WII)","/game/wii/madden-nfl-07","81","8.0","2006-11-14"
"34","Laser League (XONE)","/game/xbox-one/laser-league","81","7.3","2018-05-10"
"34","escapeVektor: Chapter 1 (WII)","/game/wii/escapevektor-chapter-1","81","7.2","2011-09-29"
"34","LostWinds (WII)","/game/wii/lostwinds","81","3.1","2008-05-12"
"34","The Bug Butcher (PC)","/game/pc/the-bug-butcher","81","7.5","2016-01-19"
"34","WWE SmackDown! vs. Raw 2006 (PSP)","/game/psp/wwe-smackdown!-vs-raw-2006","81","8.3","2005-12-13"
"34","Final Fantasy XII: Revenant Wings (DS)","/game/ds/final-fantasy-xii-revenant-wings","81","8.9","2007-11-20"
"34","SoulCalibur V (PS3)","/game/playstation-3/soulcalibur-v","81","6.7","2012-01-31"
"34","Project CARS (XONE)","/game/xbox-one/project-cars","81","5.8","2015-05-12"
"34","Pool Nation (PS3)","/game/playstation-3/pool-nation","81","7.5","2013-06-25"
"34","Swords & Soldiers (PS3)","/game/playstation-3/swords-soldiers","81","6.4","2010-09-28"
"34","Super Scribblenauts (DS)","/game/ds/super-scribblenauts","81","8.3","2010-10-12"
"34","Sonic the Hedgehog 4: Episode I (WII)","/game/wii/sonic-the-hedgehog-4-episode-i","81","6.6","2010-10-11"
"34","NCAA Football 09 (PS3)","/game/playstation-3/ncaa-football-09","81","7.2","2008-07-15"
"34","Disney's Toontown Online (PC)","/game/pc/disneys-toontown-online","81","7.8","2005-10-06"
"34","Mortal Kombat: Deception (XBOX)","/game/xbox/mortal-kombat-deception","81","8.7","2004-10-04"
"34","Mario vs. Donkey Kong (GBA)","/game/game-boy-advance/mario-vs-donkey-kong","81","8.1","2004-05-24"
"34","Combat Mission 3: Afrika Korps (PC)","/game/pc/combat-mission-3-afrika-korps","81","7.6","2003-12-03"
"34","EverQuest: The Planes of Power (PC)","/game/pc/everquest-the-planes-of-power","81","7.0","2002-10-28"
"34","Rails Across America (PC)","/game/pc/rails-across-america","81","7.0","2001-09-18"
"34","007: The World is Not Enough (N64)","/game/nintendo-64/007-the-world-is-not-enough","81","7.7","2000-11-01"
"34","Flanker 2.0 (PC)","/game/pc/flanker-20","81","","1999-09-30"
"34","Wasteland 2 (PC)","/game/pc/wasteland-2","81","7.2","2014-09-18"
"34","Muramasa: The Demon Blade (WII)","/game/wii/muramasa-the-demon-blade","81","8.3","2009-09-08"
"34","Anno 1800 (PC)","/game/pc/anno-1800","81","7.9","2019-04-16"
"34","Kingdoms of Amalur: Reckoning (PS3)","/game/playstation-3/kingdoms-of-amalur-reckoning","81","7.7","2012-02-07"
"34","The Walking Dead: Saints & Sinners (PC)","/game/pc/the-walking-dead-saints-sinners","81","8.4","2020-01-23"
"34","Minit (PS4)","/game/playstation-4/minit","81","7.1","2018-04-03"
"34","Madden NFL 13 (X360)","/game/xbox-360/madden-nfl-13","81","5.8","2012-08-28"
"34","Jamestown: Legend of the Lost Colony (PC)","/game/pc/jamestown-legend-of-the-lost-colony","81","7.4","2011-06-08"
"34","Poker Smash (X360)","/game/xbox-360/poker-smash","81","8.5","2008-02-06"
"34","Tales From The Borderlands: Episode 2 - Atlas Mugged (PS4)","/game/playstation-4/tales-from-the-borderlands-episode-2---atlas-mugged","81","7.5","2015-03-17"
"34","Call of Duty: Black Ops (PC)","/game/pc/call-of-duty-black-ops","81","5.5","2010-11-09"
"34","Call of Duty: Modern Warfare (PC)","/game/pc/call-of-duty-modern-warfare","81","2.4","2019-10-25"
"34","Castlevania Anniversary Collection (Switch)","/game/switch/castlevania-anniversary-collection","81","7.9","2019-05-16"
"34","Kohan II: Kings of War (PC)","/game/pc/kohan-ii-kings-of-war","81","7.8","2004-09-22"
"34","Star Wars Pinball: The Force Awakens (PS4)","/game/playstation-4/star-wars-pinball-the-force-awakens","81","4.8","2016-01-12"
"34","College Hoops 2K8 (X360)","/game/xbox-360/college-hoops-2k8","81","6.9","2007-11-19"
"34","Monaco: What's Yours Is Mine (X360)","/game/xbox-360/monaco-whats-yours-is-mine","81","7.3","2013-05-10"
"34","Age of Wonders: Planetfall (PC)","/game/pc/age-of-wonders-planetfall","81","7.4","2019-08-06"
"34","Midnight Club: Los Angeles (X360)","/game/xbox-360/midnight-club-los-angeles","81","8.3","2008-10-20"
"34","Metal Gear Online (PS3)","/game/playstation-3/metal-gear-online","81","7.7","2008-06-12"
"34","Xenosaga Episode III: Also sprach Zarathustra (PS2)","/game/playstation-2/xenosaga-episode-iii-also-sprach-zarathustra","81","8.8","2006-08-29"
"34","The Age of Decadence (PC)","/game/pc/the-age-of-decadence","81","8.0","2015-10-15"
"35","Galactic Civilizations III (PC)","/game/pc/galactic-civilizations-iii","81","6.6","2014-03-27"
"35","Moonlighter (PS4)","/game/playstation-4/moonlighter","81","7.4","2018-05-29"
"35","Rune Factory 4 Special (Switch)","/game/switch/rune-factory-4-special","81","8.0","2020-02-25"
"35","Hand of Fate 2 (Switch)","/game/switch/hand-of-fate-2","81","8.5","2018-07-17"
"35","Stories Untold (PC)","/game/pc/stories-untold","81","7.0","2017-02-27"
"35","Marvel: Ultimate Alliance (PSP)","/game/psp/marvel-ultimate-alliance","81","7.8","2006-10-24"
"35","Pinball Fantasies (PSP)","/game/psp/pinball-fantasies","81","7.2","2009-11-24"
"35","Catan (X360)","/game/xbox-360/catan","81","7.7","2007-05-02"
"35","Planet Zoo (PC)","/game/pc/planet-zoo","81","8.0","2019-11-05"
"35","Tiger Woods PGA Tour 09 All-Play (WII)","/game/wii/tiger-woods-pga-tour-09-all-play","81","8.3","2008-08-26"
"35","Madden NFL 08 (PS3)","/game/playstation-3/madden-nfl-08","81","5.7","2007-08-14"
"35","Far Cry 5 (PS4)","/game/playstation-4/far-cry-5","81","6.8","2018-03-27"
"35","Slime Rancher (PC)","/game/pc/slime-rancher","81","7.8","2017-08-01"
"35","Nelly Cootalot: The Fowl Fleet (PC)","/game/pc/nelly-cootalot-the-fowl-fleet","81","7.7","2016-03-22"
"35","Order of Battle: Pacific (PC)","/game/pc/order-of-battle-pacific","81","5.6","2015-04-30"
"35","Mortal Kombat: Deadly Alliance (GBA)","/game/game-boy-advance/mortal-kombat-deadly-alliance","81","7.5","2002-11-20"
"35","Mass Effect 2: Overlord (X360)","/game/xbox-360/mass-effect-2-overlord","81","7.6","2010-06-15"
"35","MX Unleashed (XBOX)","/game/xbox/mx-unleashed","81","8.6","2004-02-17"
"35","Fatal Frame II: Crimson Butterfly (PS2)","/game/playstation-2/fatal-frame-ii-crimson-butterfly","81","8.9","2003-12-10"
"35","Secret Weapons Over Normandy (PS2)","/game/playstation-2/secret-weapons-over-normandy","81","8.3","2003-11-18"
"35","NHL Hitz Pro (XBOX)","/game/xbox/nhl-hitz-pro","81","8.1","2003-09-25"
"35","Pokemon Pinball: Ruby & Sapphire (GBA)","/game/game-boy-advance/pokemon-pinball-ruby-sapphire","81","7.7","2003-08-26"
"35","Freekstyle (PS2)","/game/playstation-2/freekstyle","81","7.2","2002-06-17"
"35","Bomberman Generation (GC)","/game/gamecube/bomberman-generation","81","8.3","2002-06-03"
"35","All-Star Baseball 2003 (PS2)","/game/playstation-2/all-star-baseball-2003","81","8.3","2002-02-26"
"35","Empire Earth (PC)","/game/pc/empire-earth","81","8.3","2001-11-12"
"35","FIFA Soccer 2002 (PS)","/game/playstation/fifa-soccer-2002","81","4.9","2001-11-01"
"35","Ooga Booga (DC)","/game/dreamcast/ooga-booga","81","8.5","2001-09-13"
"35","XGIII: Extreme G Racing (PS2)","/game/playstation-2/xgiii-extreme-g-racing","81","8.0","2001-08-21"
"35","Star Trek: Deep Space Nine: The Fallen (PC)","/game/pc/star-trek-deep-space-nine-the-fallen","81","7.6","2000-11-15"
"35","Railroad Tycoon II: Gold Edition (DC)","/game/dreamcast/railroad-tycoon-ii-gold-edition","81","8.1","2000-06-30"
"35","Parasite Eve (PS)","/game/playstation/parasite-eve","81","8.9","1998-09-09"
"35","Valiant Hearts: The Great War (XONE)","/game/xbox-one/valiant-hearts-the-great-war","81","8.1","2014-06-25"
"35","Fast RMX (Switch)","/game/switch/fast-rmx","81","7.9","2017-03-03"
"35","Maldita Castilla EX: Cursed Castilla (XONE)","/game/xbox-one/maldita-castilla-ex-cursed-castilla","81","7.8","2016-07-20"
"35","Sam & Max Episode 101: Culture Shock (PC)","/game/pc/sam-max-episode-101-culture-shock","81","7.7","2006-10-18"
"35","Overcooked! (PC)","/game/pc/overcooked!","81","7.8","2016-08-03"
"35","Child of Eden (PS3)","/game/playstation-3/child-of-eden","81","7.9","2011-09-27"
"35","Prince of Persia Classic Trilogy HD (PS3)","/game/playstation-3/prince-of-persia-classic-trilogy-hd","81","8.0","2011-04-19"
"35","Mirror's Edge (PC)","/game/pc/mirrors-edge","81","8.0","2009-01-12"
"35","Street Fighter: 30th Anniversary Collection (Switch)","/game/switch/street-fighter-30th-anniversary-collection","81","7.7","2018-05-29"
"35","Danganronpa 2: Goodbye Despair (VITA)","/game/playstation-vita/danganronpa-2-goodbye-despair","81","8.8","2014-09-02"
"35","FIFA Soccer 08 (PS3)","/game/playstation-3/fifa-soccer-08","81","7.1","2007-10-09"
"35","Worms: Open Warfare 2 (DS)","/game/ds/worms-open-warfare-2","81","8.1","2007-09-04"
"35","RAGE (PS3)","/game/playstation-3/rage","81","6.3","2011-10-04"
"35","TrackMania 2 Canyon (PC)","/game/pc/trackmania-2-canyon","81","7.6","2011-09-14"
"35","Motorsport Manager (PC)","/game/pc/motorsport-manager","81","8.4","2016-11-09"
"35","Zero Escape: Zero Time Dilemma (3DS)","/game/3ds/zero-escape-zero-time-dilemma","81","8.0","2016-06-28"
"35","WWE SmackDown vs. Raw 2010 (PS3)","/game/playstation-3/wwe-smackdown-vs-raw-2010","81","8.1","2009-10-20"
"35","Marvel: Ultimate Alliance (PS2)","/game/playstation-2/marvel-ultimate-alliance","81","8.0","2006-10-24"
"35","Capcom vs. SNK 2: Mark of the Millennium 2001 (PS2)","/game/playstation-2/capcom-vs-snk-2-mark-of-the-millennium-2001","81","8.0","2001-11-06"
"35","Onimusha: Dawn of Dreams (PS2)","/game/playstation-2/onimusha-dawn-of-dreams","81","8.8","2006-03-07"
"35","Battlefield V (PC)","/game/pc/battlefield-v","81","2.9","2018-11-15"
"35","Mortal Kombat: Deception (PS2)","/game/playstation-2/mortal-kombat-deception","81","8.6","2004-10-04"
"35","The Vanishing of Ethan Carter (PS4)","/game/playstation-4/the-vanishing-of-ethan-carter","81","7.4","2015-07-14"
"35","Pokemon FireRed Version (GBA)","/game/game-boy-advance/pokemon-firered-version","81","8.6","2004-09-07"
"35","NBA 2K6 (X360)","/game/xbox-360/nba-2k6","81","8.7","2005-11-16"
"35","My Friend Pedro (PC)","/game/pc/my-friend-pedro","81","7.9","2019-06-20"
"35","Perfect Dark Zero (X360)","/game/xbox-360/perfect-dark-zero","81","7.2","2005-11-17"
"35","South Park: The Fractured But Whole (PC)","/game/pc/south-park-the-fractured-but-whole","81","6.8","2017-10-17"
"35","Skylanders: Spyro's Adventure (WII)","/game/wii/skylanders-spyros-adventure","81","5.9","2011-10-16"
"35","FIFA Soccer 2005 (PS2)","/game/playstation-2/fifa-soccer-2005","81","7.5","2004-10-12"
"35","Remnant: From the Ashes (XONE)","/game/xbox-one/remnant-from-the-ashes","81","7.3","2019-08-20"
"35","FIFA 18 (PC)","/game/pc/fifa-18","81","2.7","2017-09-26"
"35","Star Wars Jedi Knight: Jedi Academy (PC)","/game/pc/star-wars-jedi-knight-jedi-academy","81","8.6","2003-09-17"
"35","The Warriors (PSP)","/game/psp/the-warriors","81","8.0","2007-02-12"
"35","Cities: Skylines - Xbox One Edition (XONE)","/game/xbox-one/cities-skylines---xbox-one-edition","81","6.3","2017-04-21"
"35","WWE SmackDown vs. Raw 2007 (X360)","/game/xbox-360/wwe-smackdown-vs-raw-2007","81","7.9","2006-11-14"
"35","Sine Mora EX (PS4)","/game/playstation-4/sine-mora-ex","81","7.2","2017-08-08"
"35","Mortal Kombat Komplete Edition (PC)","/game/pc/mortal-kombat-komplete-edition","81","8.7","2013-07-03"
"35","Deus Ex: The Conspiracy (PS2)","/game/playstation-2/deus-ex-the-conspiracy","81","8.9","2002-03-25"
"35","Ninja Gaiden II (X360)","/game/xbox-360/ninja-gaiden-ii","81","8.0","2008-06-03"
"35","Valkyrie Profile (PS)","/game/playstation/valkyrie-profile","81","8.8","2000-08-29"
"35","Tiger Woods PGA Tour 10 (PS3)","/game/playstation-3/tiger-woods-pga-tour-10","81","7.4","2009-06-08"
"35","Phoenix Wright: Ace Attorney Trilogy (Switch)","/game/switch/phoenix-wright-ace-attorney-trilogy","81","8.3","2019-04-09"
"35","Tales of Vesperia: Definitive Edition (PS4)","/game/playstation-4/tales-of-vesperia-definitive-edition","81","7.3","2019-01-11"
"35","Baldur's Gate and Baldur's Gate II: Enhanced Editions (PS4)","/game/playstation-4/baldurs-gate-and-baldurs-gate-ii-enhanced-editions","81","5.7","2019-10-15"
"35","Songbird Symphony (Switch)","/game/switch/songbird-symphony","81","7.3","2019-07-25"
"35","Aragami: Shadow Edition (XONE)","/game/xbox-one/aragami-shadow-edition","81","5.3","2018-06-05"
"35","Ys Origin (XONE)","/game/xbox-one/ys-origin","81","6.9","2018-04-11"
"35","The Darkside Detective (Switch)","/game/switch/the-darkside-detective","81","8.1","2018-02-07"
"35","Shadowrun: Dragonfall (PC)","/game/pc/shadowrun-dragonfall","81","8.3","2014-02-27"
"35","MechAssault 2: Lone Wolf (XBOX)","/game/xbox/mechassault-2-lone-wolf","81","7.6","2004-12-28"
"35","Yooka-Laylee and the Impossible Lair (PC)","/game/pc/yooka-laylee-and-the-impossible-lair","81","6.8","2019-10-08"
"35","Eets (PC)","/game/pc/eets","81","6.2","2006-03-29"
"35","NBA Live 10 (PS3)","/game/playstation-3/nba-live-10","81","7.5","2009-10-06"
"35","Phoenix Wright: Ace Attorney - Trials and Tribulations (DS)","/game/ds/phoenix-wright-ace-attorney---trials-and-tribulations","81","9.0","2007-10-23"
"35","A Plague Tale: Innocence (PC)","/game/pc/a-plague-tale-innocence","81","8.6","2019-05-13"
"35","Steins;Gate 0 (PS4)","/game/playstation-4/steinsgate-0","81","8.0","2016-11-29"
"35","F1 2012 (PS3)","/game/playstation-3/f1-2012","81","7.5","2012-09-18"
"35","Pokemon LeafGreen Version (GBA)","/game/game-boy-advance/pokemon-leafgreen-version","81","8.5","2004-09-07"
"35","World of Warships (PC)","/game/pc/world-of-warships","81","6.5","2015-09-17"
"35","Hatsune Miku: Project Diva F 2nd (VITA)","/game/playstation-vita/hatsune-miku-project-diva-f-2nd","81","8.5","2014-11-18"
"35","FIFA Soccer 2005 (XBOX)","/game/xbox/fifa-soccer-2005","81","8.4","2004-10-12"
"35","TOCA Race Driver 2: The Ultimate Racing Simulator (PC)","/game/pc/toca-race-driver-2-the-ultimate-racing-simulator","81","7.7","2004-04-13"
"35","Harvest Moon: Friends of Mineral Town (GBA)","/game/game-boy-advance/harvest-moon-friends-of-mineral-town","81","8.7","2003-11-17"
"35","NHL Hitz Pro (GC)","/game/gamecube/nhl-hitz-pro","81","7.8","2003-09-25"
"35","MVP Baseball 2003 (PS2)","/game/playstation-2/mvp-baseball-2003","81","8.3","2003-03-10"
"35","Wargame: European Escalation (PC)","/game/pc/wargame-european-escalation","81","8.1","2012-02-22"
"35","Dishonored: Death of the Outsider (PC)","/game/pc/dishonored-death-of-the-outsider","81","6.7","2017-09-14"
"36","Rage of the Gladiator (WII)","/game/wii/rage-of-the-gladiator","81","7.9","2010-03-15"
"36","SteamWorld Quest: Hand of Gilgamech (Switch)","/game/switch/steamworld-quest-hand-of-gilgamech","81","7.5","2019-04-25"
"36","Redout (PS4)","/game/playstation-4/redout","81","7.5","2017-08-29"
"36","Sniper Elite 4 (XONE)","/game/xbox-one/sniper-elite-4","81","7.3","2017-02-14"
"36","Kinect Party (X360)","/game/xbox-360/kinect-party","81","6.6","2012-12-17"
"36","Dungeon Defenders (PC)","/game/pc/dungeon-defenders","81","7.3","2011-10-18"
"36","Call of Duty: Black Ops III (PS4)","/game/playstation-4/call-of-duty-black-ops-iii","81","4.8","2015-11-06"
"36","Trine 4: The Nightmare Prince (PC)","/game/pc/trine-4-the-nightmare-prince","81","8.0","2019-10-08"
"36","Maldita Castilla EX: Cursed Castilla (PC)","/game/pc/maldita-castilla-ex-cursed-castilla","81","7.4","2016-10-20"
"36","The Walking Dead: Episode 4 - Around Every Corner (PS3)","/game/playstation-3/the-walking-dead-episode-4---around-every-corner","81","8.1","2012-10-09"
"36","Katamari Damacy REROLL (PC)","/game/pc/katamari-damacy-reroll","81","8.0","2018-12-06"
"36","Atlas Reactor (PC)","/game/pc/atlas-reactor","81","7.5","2016-10-04"
"36","Etrian Odyssey Nexus (3DS)","/game/3ds/etrian-odyssey-nexus","81","6.6","2019-02-05"
"36","Total War: Three Kingdoms - A World Betrayed (PC)","/game/pc/total-war-three-kingdoms---a-world-betrayed","81","8.4","2020-03-19"
"36","L.A. Noire: The VR Case Files (PS4)","/game/playstation-4/la-noire-the-vr-case-files","81","7.4","2019-09-24"
"36","Horace (PC)","/game/pc/horace","81","7.0","2019-07-18"
"36","Wargroove (XONE)","/game/xbox-one/wargroove","81","5.4","2019-02-01"
"36","Lumines Remastered (XONE)","/game/xbox-one/lumines-remastered","81","","2018-06-26"
"36","Antihero (PC)","/game/pc/antihero","81","6.8","2017-07-10"
"36","Halo Wars: Definitive Edition (XONE)","/game/xbox-one/halo-wars-definitive-edition","81","7.5","2017-02-21"
"36","OutRun 2006: Coast 2 Coast (PS2)","/game/playstation-2/outrun-2006-coast-2-coast","81","8.5","2006-04-25"
"36","Subnautica (XONE)","/game/xbox-one/subnautica","81","8.0","2018-12-04"
"36","The Legend of Zelda: Breath of the Wild - The Champions' Ballad (Switch)","/game/switch/the-legend-of-zelda-breath-of-the-wild---the-champions-ballad","81","8.4","2017-12-07"
"36","A Space Shooter for 2 Bucks (PSP)","/game/psp/a-space-shooter-for-2-bucks","81","6.8","2010-12-21"
"36","X-Men Legends (GC)","/game/gamecube/x-men-legends","81","8.6","2004-09-21"
"36","Void Bastards (PC)","/game/pc/void-bastards","81","7.5","2019-05-28"
"36","Redout (2016) (PC)","/game/pc/redout-2016","81","7.9","2016-09-02"
"36","God of War III Remastered (PS4)","/game/playstation-4/god-of-war-iii-remastered","81","8.1","2015-07-14"
"36","Super Monkey Ball Deluxe (XBOX)","/game/xbox/super-monkey-ball-deluxe","81","8.3","2005-03-15"
"36","The 2D Adventures of Rotating Octopus Character (PSP)","/game/psp/the-2d-adventures-of-rotating-octopus-character","81","","2011-06-02"
"36","Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep (PC)","/game/pc/sam-max-the-devils-playhouse---episode-5-the-city-that-dares-not-sleep","81","7.7","2010-08-30"
"36","Stick it to the Man! (WIIU)","/game/wii-u/stick-it-to-the-man!","81","7.5","2014-05-01"
"36","Puzzle Quest 2 (X360)","/game/xbox-360/puzzle-quest-2","81","8.5","2010-06-30"
"36","Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone (PS3)","/game/playstation-3/sam-max-the-devils-playhouse---episode-1-the-penal-zone","81","7.1","2010-04-15"
"36","Age of Empires III: The Asian Dynasties (PC)","/game/pc/age-of-empires-iii-the-asian-dynasties","81","8.5","2007-10-23"
"36","Mortal Kombat: Deadly Alliance (GC)","/game/gamecube/mortal-kombat-deadly-alliance","81","8.6","2002-11-17"
"36","BoxBoy! + BoxGirl! (Switch)","/game/switch/boxboy!-+-boxgirl!","81","7.8","2019-04-26"
"36","MLB 2006 (PS2)","/game/playstation-2/mlb-2006","81","8.6","2005-03-08"
"36","Defense Grid: The Awakening (PC)","/game/pc/defense-grid-the-awakening","81","8.7","2008-12-08"
"36","Battle Chef Brigade (Switch)","/game/switch/battle-chef-brigade","81","8.3","2017-11-20"
"36","Codename: Panzers, Phase One (PC)","/game/pc/codename-panzers-phase-one","81","8.8","2004-09-30"
"36","Affordable Space Adventures (WIIU)","/game/wii-u/affordable-space-adventures","81","8.1","2015-04-09"
"36","Prince of Persia (X360)","/game/xbox-360/prince-of-persia","81","7.1","2008-12-02"
"36","Dragon Quest VII: Fragments of the Forgotten Past (3DS)","/game/3ds/dragon-quest-vii-fragments-of-the-forgotten-past","81","8.4","2016-09-16"
"36","Darksiders: Warmastered Edition (PS4)","/game/playstation-4/darksiders-warmastered-edition","81","7.6","2016-11-22"
"36","FIFA 16 (PC)","/game/pc/fifa-16","81","4.5","2015-09-22"
"36","3D After Burner II (3DS)","/game/3ds/3d-after-burner-ii","81","7.8","2015-01-15"
"36","Europa Universalis IV: Conquest of Paradise (PC)","/game/pc/europa-universalis-iv-conquest-of-paradise","81","7.7","2014-01-14"
"36","NFL Street (XBOX)","/game/xbox/nfl-street","81","8.7","2004-01-13"
"36","Ghost Master (PC)","/game/pc/ghost-master","81","7.8","2003-08-26"
"36","Tom Clancy's Ghost Recon: Island Thunder (XBOX)","/game/xbox/tom-clancys-ghost-recon-island-thunder","81","8.1","2003-08-06"
"36","Def Jam Vendetta (GC)","/game/gamecube/def-jam-vendetta","81","8.3","2003-03-31"
"36","Divine Divinity (PC)","/game/pc/divine-divinity","81","8.5","2002-09-22"
"36","F1 2002 (PS2)","/game/playstation-2/f1-2002","81","6.4","2002-06-17"
"36","Mega Man Battle Network 2 (GBA)","/game/game-boy-advance/mega-man-battle-network-2","81","8.8","2002-06-17"
"36","Breath of Fire II (GBA)","/game/game-boy-advance/breath-of-fire-ii","81","8.2","2002-04-16"
"36","Dave Mirra Freestyle BMX 2 (PS2)","/game/playstation-2/dave-mirra-freestyle-bmx-2","81","8.4","2001-08-27"
"36","Knockout Kings 2001 (PS2)","/game/playstation-2/knockout-kings-2001","81","","2001-02-05"
"36","The Book of Unwritten Tales 2 (PC)","/game/pc/the-book-of-unwritten-tales-2","80","7.6","2015-02-20"
"36","Sid Meier's Civilization Revolution (DS)","/game/ds/sid-meiers-civilization-revolution","80","7.8","2008-07-08"
"36","Donkey Kong Jungle Beat (GC)","/game/gamecube/donkey-kong-jungle-beat","80","8.1","2005-03-14"
"36","Call of Duty: Modern Warfare (XONE)","/game/xbox-one/call-of-duty-modern-warfare","80","3.5","2019-10-25"
"36","Dungeon Defenders (PS3)","/game/playstation-3/dungeon-defenders","80","6.7","2011-10-18"
"36","Ultimate Marvel vs. Capcom 3 (PS3)","/game/playstation-3/ultimate-marvel-vs-capcom-3","80","6.6","2011-11-15"
"36","Mario Power Tennis (GC)","/game/gamecube/mario-power-tennis","80","8.5","2004-11-08"
"36","Final Fantasy VIII Remastered (PS4)","/game/playstation-4/final-fantasy-viii-remastered","80","6.7","2019-09-03"
"36","The Legend of Heroes: Trails of Cold Steel II (VITA)","/game/playstation-vita/the-legend-of-heroes-trails-of-cold-steel-ii","80","8.2","2016-09-06"
"36","Buzz! Quiz World (PS3)","/game/playstation-3/buzz!-quiz-world","80","7.9","2009-11-11"
"36","Plants vs Zombies: Garden Warfare 2 (XONE)","/game/xbox-one/plants-vs-zombies-garden-warfare-2","80","7.8","2016-02-23"
"36","Phoenix Wright: Ace Attorney Trilogy (PC)","/game/pc/phoenix-wright-ace-attorney-trilogy","80","8.2","2019-04-09"
"36","Shantae: Half-Genie Hero (WIIU)","/game/wii-u/shantae-half-genie-hero","80","8.5","2016-12-20"
"36","Madden NFL 25 (X360)","/game/xbox-360/madden-nfl-25","80","5.6","2013-08-27"
"36","The Red Strings Club (Switch)","/game/switch/the-red-strings-club","80","7.7","2019-03-14"
"36","Tales of Vesperia: Definitive Edition (XONE)","/game/xbox-one/tales-of-vesperia-definitive-edition","80","7.2","2019-01-11"
"36","Pac-Man 256 (XONE)","/game/xbox-one/pac-man-256","80","7.3","2016-06-21"
"36","Disgaea 5: Alliance of Vengeance (PS4)","/game/playstation-4/disgaea-5-alliance-of-vengeance","80","8.2","2015-10-06"
"36","Lovers in a Dangerous Spacetime (PC)","/game/pc/lovers-in-a-dangerous-spacetime","80","7.6","2015-09-09"
"36","Crash Team Racing: Nitro-Fueled (Switch)","/game/switch/crash-team-racing-nitro-fueled","80","6.2","2019-06-20"
"36","Age of Conan: Hyborian Adventures (PC)","/game/pc/age-of-conan-hyborian-adventures","80","7.3","2008-05-20"
"36","Company of Heroes 2: The Western Front Armies (PC)","/game/pc/company-of-heroes-2-the-western-front-armies","80","6.9","2014-06-23"
"36","Metro Redux (Switch)","/game/switch/metro-redux","80","8.1","2020-02-28"
"36","Rogue Legacy (Switch)","/game/switch/rogue-legacy","80","8.6","2018-11-06"
"36","Darksiders: Warmastered Edition (XONE)","/game/xbox-one/darksiders-warmastered-edition","80","8.1","2016-11-22"
"36","Sid Meier's Civilization V: Gods & Kings (PC)","/game/pc/sid-meiers-civilization-v-gods-kings","80","7.7","2012-06-18"
"36","Dragon Quest IV: Chapters of the Chosen (DS)","/game/ds/dragon-quest-iv-chapters-of-the-chosen","80","8.1","2008-09-16"
"36","The Elder Scrolls Online: Elsweyr (PC)","/game/pc/the-elder-scrolls-online-elsweyr","80","8.1","2019-05-20"
"36","The Elder Scrolls: Legends (PC)","/game/pc/the-elder-scrolls-legends","80","5.5","2017-03-20"
"36","Watch Dogs (PS4)","/game/playstation-4/watch-dogs","80","6.4","2014-05-27"
"36","Age of Empires III: The WarChiefs (PC)","/game/pc/age-of-empires-iii-the-warchiefs","80","7.8","2006-10-17"
"36","Ace Combat 6: Fires of Liberation (X360)","/game/xbox-360/ace-combat-6-fires-of-liberation","80","7.9","2007-10-23"
"36","Phoenix Wright: Ace Attorney Trilogy (XONE)","/game/xbox-one/phoenix-wright-ace-attorney-trilogy","80","7.3","2019-04-09"
"36","Sleeping Dogs (PC)","/game/pc/sleeping-dogs","80","8.2","2012-08-13"
"36","LEGO Marvel Super Heroes (X360)","/game/xbox-360/lego-marvel-super-heroes","80","7.8","2013-10-22"
"36","Youropa (PC)","/game/pc/youropa","80","7.8","2018-06-27"
"36","LEGO Dimensions (XONE)","/game/xbox-one/lego-dimensions","80","6.9","2015-09-27"
"36","Bully: Scholarship Edition (X360)","/game/xbox-360/bully-scholarship-edition","80","8.3","2008-03-04"
"36","Endless Space 2 (PC)","/game/pc/endless-space-2","80","7.8","2017-05-19"
"36","ABZU (Switch)","/game/switch/abzu","80","8.2","2018-11-29"
"36","Pokemon Black Version 2 (DS)","/game/ds/pokemon-black-version-2","80","7.7","2012-10-07"
"36","Tom Clancy's Ghost Recon 2 (XBOX)","/game/xbox/tom-clancys-ghost-recon-2","80","8.7","2004-11-16"
